appid,name,type,is_free,metacritic_score,recommendations_total,mat_supports_windows,mat_supports_mac,mat_supports_linux,mat_initial_price,mat_final_price,mat_discount_percent,mat_currency,created_at,updated_at,genre_id_csv
211740,Thief™ II: The Metal Age,game,False,87.0,1799.0,True,True,True,699.0,699.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:03:30.073123+00:00,"11, 122"
211780,Conflict Desert Storm™,game,False,56.0,1176.0,True,True,True,699.0,699.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:03:59.518076+00:00,122
211820,Starbound,game,False,81.0,120338.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:55.062108+00:00,"31, 32, 113, 122, 144"
212050,Resonance,game,False,76.0,448.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:55.062108+00:00,"31, 113"
212070,Star Conflict,game,True,75.0,200.0,True,True,True,,,,,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:16.222067+00:00,"11, 16, 44, 113, 122, 144"
212160,Vindictus,game,True,76.0,,True,True,True,,,,,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:16.222067+00:00,"16, 44, 113, 122, 144"
212630,Tom Clancy's Ghost Recon: Future Soldier™,game,False,71.0,5020.0,True,True,True,1999.0,499.0,75.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:03:59.518076+00:00,122
212680,FTL: Faster Than Light,game,False,84.0,60268.0,True,True,True,999.0,299.0,70.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:55.062108+00:00,"5, 11, 31"
213330,LEGO® Batman™ 2: DC Super Heroes,game,False,81.0,6143.0,True,True,True,1999.0,399.0,80.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:03:59.518076+00:00,"113, 122"
213350,MDK2 HD,game,False,73.0,143.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:03:30.073123+00:00,122
214100,Rigonauts,game,False,60.0,,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:55.062108+00:00,"5, 11, 31, 32"
214150,Galactic Civilizations® I: Ultimate Edition,game,False,83.0,129.0,True,True,True,499.0,499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:03:59.518076+00:00,"5, 31"
214170,Divine Divinity,game,False,79.0,3175.0,True,True,True,599.0,599.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:03:30.073123+00:00,144
214250,I Am Alive,game,False,66.0,2533.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:55.062108+00:00,"113, 122"
214340,Deponia,game,False,74.0,9506.0,True,True,True,999.0,99.0,90.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:55.062108+00:00,"31, 113"
214360,Tower Wars,game,False,59.0,1202.0,True,True,True,799.0,799.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:55.062108+00:00,"5, 31, 122"
214490,Alien: Isolation,game,False,81.0,44988.0,True,True,True,4399.0,879.0,80.0,CAD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:55.062108+00:00,122
214510,LEGO® The Lord of the Rings™,game,False,80.0,8485.0,True,True,True,1999.0,399.0,80.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:55.062108+00:00,"113, 122"
214560,Mark of the Ninja,game,False,91.0,11726.0,True,True,True,,,,,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:16.222067+00:00,"31, 113, 122"
214700,Thirty Flights of Loving,game,False,88.0,1235.0,True,True,True,499.0,499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:03:59.518076+00:00,"31, 32, 113"
214730,Space Rangers HD: A War Apart,game,False,68.0,5436.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:55.062108+00:00,"5, 11, 113, 122, 144"
214770,Guacamelee! Gold Edition,game,False,88.0,3109.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:55.062108+00:00,"31, 113, 122"
214830,Half Minute Hero: Super Mega Neo Climax Ultimate Boy,game,False,75.0,991.0,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:55.062108+00:00,"32, 122, 144"
214870,Painkiller Hell & Damnation,game,False,64.0,2819.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:55.062108+00:00,122
214950,Total War: ROME II - Emperor Edition,game,False,76.0,54942.0,True,True,True,5999.0,1199.0,80.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:55.062108+00:00,5
214970,Intrusion 2,game,False,80.0,1498.0,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:55.062108+00:00,"31, 122"
215080,WAKFU,game,True,76.0,148.0,True,True,True,,,,,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:16.222067+00:00,"5, 16, 31, 32, 44, 113, 122, 144"
215100,Ragnarok Online,game,True,79.0,,True,True,True,,,,,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:02:15.101713+00:00,"16, 44, 144"
215160,The Book of Unwritten Tales,game,False,82.0,1533.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:03:30.073123+00:00,113
215280,Secret World Legends,game,True,76.0,4410.0,True,True,True,,,,,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:02:19.804295+00:00,"16, 44, 113, 122, 144"
215450,Transcripted,game,False,78.0,,True,True,True,799.0,799.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:55.062108+00:00,"31, 32, 122"
215470,Primal Carnage,game,False,67.0,4809.0,True,True,True,499.0,499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:55.062108+00:00,"31, 122"
215510,Rocketbirds: Hardboiled Chicken,game,False,74.0,1899.0,True,True,True,499.0,499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:55.062108+00:00,"31, 113"
215530,The Incredible Adventures of Van Helsing,game,False,72.0,7621.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:55.062108+00:00,"31, 113, 122, 144"
215670,Home,game,False,69.0,1123.0,True,True,True,499.0,499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:55.062108+00:00,"31, 113"
215710, Fieldrunners 2,game,False,73.0,367.0,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:55.062108+00:00,"5, 32, 122"
215770,Shad'O,game,False,68.0,,True,True,True,499.0,499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:55.062108+00:00,"5, 31, 122"
215790,Dream Pinball 3D,game,False,61.0,357.0,True,True,True,999.0,299.0,70.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:55.062108+00:00,"11, 32"
216130,Gemini Wars,game,False,53.0,138.0,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:55.062108+00:00,"5, 31"
216210,Secret Files 3,game,False,67.0,163.0,True,True,True,999.0,99.0,90.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:03:59.518076+00:00,113
216290,Gateways,game,False,72.0,186.0,True,True,True,499.0,499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:55.062108+00:00,31
216910,Of Orcs And Men,game,False,69.0,1507.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:55.062108+00:00,"122, 144"
217100,Dementium II HD,game,False,37.0,899.0,True,True,True,599.0,599.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:55.062108+00:00,"31, 113, 122"
217140,Rise of the Triad,game,False,67.0,1874.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:55.062108+00:00,122
217290,Din's Curse,game,False,76.0,215.0,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:55.062108+00:00,"31, 122, 144"
217690,Anna - Extended Edition,game,False,75.0,955.0,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:55.062108+00:00,"31, 113"
217750,Age of Conan: Unchained,game,True,80.0,,True,True,True,,,,,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:02:57.147788+00:00,"16, 44, 113, 122, 144"
217920,Alien Rage - Unlimited,game,False,52.0,1381.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:55.062108+00:00,122
218090,Unity of Command: Stalingrad Campaign,game,False,84.0,784.0,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:55.062108+00:00,"5, 31"
218230,PlanetSide 2,game,True,84.0,580.0,True,True,True,,,,,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:02:15.101713+00:00,"16, 44, 122"
218620,PAYDAY 2,game,False,79.0,436763.0,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:55.062108+00:00,"122, 144"
218640,Lucius,game,False,59.0,7482.0,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:55.062108+00:00,"31, 79, 106, 113, 122"
218680,Scribblenauts Unlimited,game,False,75.0,7583.0,True,True,True,1999.0,299.0,85.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:55.062108+00:00,"5, 32, 113"
218820,Mercenary Kings: Reloaded Edition,game,False,76.0,1182.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:55.062108+00:00,"31, 113, 122, 144"
219150,Hotline Miami,game,False,85.0,92793.0,True,True,True,1299.0,1299.0,0.0,CAD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:55.062108+00:00,"31, 122"
219640,Chivalry: Medieval Warfare,game,False,79.0,44737.0,True,True,True,2499.0,2499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:55.062108+00:00,"31, 122"
219680,Proteus,game,False,80.0,1377.0,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:03:59.518076+00:00,"31, 32, 113"
219740,Don't Starve,game,False,79.0,94206.0,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:03:30.073123+00:00,"11, 31, 113"
219760,Beyond Divinity,game,False,73.0,635.0,True,True,True,599.0,599.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:03:59.518076+00:00,144
219830,King Arthur's Gold,game,True,81.0,2653.0,True,True,True,,,,,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:16.222067+00:00,"31, 44, 122"
219890,Antichamber,game,False,82.0,13192.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:03:30.073123+00:00,"31, 113"
219910,Edna & Harvey: Harvey's New Eyes,game,False,75.0,2539.0,True,True,True,1999.0,199.0,90.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:55.062108+00:00,"31, 113"
219990,Grim Dawn,game,False,83.0,85197.0,True,True,True,2499.0,2499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:55.062108+00:00,"31, 113, 122, 144"
220090,The Journey Down: Chapter One,game,False,72.0,709.0,True,True,True,699.0,699.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:55.062108+00:00,"31, 113"
220160,Trials Evolution: Gold Edition,game,False,85.0,2159.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:55.062108+00:00,"15, 122"
220200,Kerbal Space Program,game,False,88.0,105352.0,True,True,True,3999.0,3999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:09.372518+00:00,"11, 31"
220240,Far Cry 3,game,False,88.0,107562.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:55.062108+00:00,"113, 122"
220440,DmC: Devil May Cry,game,False,85.0,19090.0,True,True,True,2999.0,2999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:55.062108+00:00,"113, 122"
220660,StarDrive,game,False,61.0,1244.0,True,True,True,2999.0,2999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:09.372518+00:00,"5, 31"
220740,Chaos on Deponia,game,False,78.0,2268.0,True,True,True,1999.0,199.0,90.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:55.062108+00:00,"31, 113"
220780,Thomas Was Alone,game,False,77.0,4073.0,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:55.062108+00:00,31
220860,McPixel,game,False,76.0,2517.0,True,True,True,499.0,499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:03:59.518076+00:00,"31, 113, 122"
221040,Resident Evil 6,game,False,69.0,40858.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:55.062108+00:00,"113, 122"
221260,Little Inferno,game,False,68.0,8513.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:55.062108+00:00,"31, 32, 113"
221380,Age of Empires II (Retired),game,False,68.0,83710.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:55.062108+00:00,5
221540,DG2: Defense Grid 2,game,False,81.0,2508.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:55.062108+00:00,"5, 31"
221640,Super Hexagon,game,False,88.0,18054.0,True,True,True,299.0,299.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:55.062108+00:00,"31, 122"
221810,The Cave,game,False,68.0,2385.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:55.062108+00:00,113
221830,The Book of Unwritten Tales: The Critter Chronicles,game,False,73.0,339.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"31, 113"
221910,The Stanley Parable,game,False,88.0,39659.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"31, 113"
222180,Mushroom Men: Truffle Trouble,game,False,55.0,,True,True,True,299.0,299.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"31, 122"
222480,Resident Evil Revelations,game,False,77.0,9703.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"113, 122"
222640,Aarklash: Legacy,game,False,72.0,595.0,True,True,True,1599.0,1599.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"5, 113"
222730,Reus,game,False,75.0,4758.0,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"5, 11, 31"
222750,Wargame: Airland Battle,game,False,80.0,3563.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"5, 11, 31"
222880,Insurgency,game,False,74.0,86432.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"5, 31, 122"
223100,Homefront®: The Revolution,game,False,54.0,10956.0,True,True,True,1999.0,299.0,85.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"113, 122"
223220,Giana Sisters: Twisted Dreams,game,False,77.0,988.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"31, 122"
223430,Miner Wars 2081,game,False,52.0,228.0,True,True,True,499.0,249.0,50.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"11, 31, 113, 122, 144"
223450,Dyad,game,False,80.0,194.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"15, 31, 122"
223470,POSTAL 2,game,False,59.0,102452.0,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"31, 113, 122"
223510,Miasmata,game,False,76.0,1044.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"31, 113, 122"
223630,AirBuccaneers,game,True,74.0,181.0,True,True,True,,,,,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:02:51.197236+00:00,"5, 31, 44, 122, 144"
223730,Fly'N,game,False,80.0,283.0,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"31, 113, 122"
223830,Xenonauts,game,False,77.0,3691.0,True,True,True,2499.0,2499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:03:59.518076+00:00,"5, 11, 31"
224300,Legacy of Kain: Defiance,game,False,70.0,1046.0,True,True,True,699.0,699.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:03:30.073123+00:00,"113, 122"
224460,Contrast,game,False,62.0,4385.0,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"31, 113"
224480,Octodad: Dadliest Catch,game,False,69.0,8706.0,True,True,True,1499.0,449.0,70.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"31, 113, 122"
224740,Clockwork Empires,game,False,58.0,628.0,True,True,True,,,,,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:02:16.546833+00:00,"5, 11, 31"
224760,FEZ,game,False,91.0,11230.0,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,31
224820,Super House of Dead Ninjas,game,False,79.0,1452.0,True,True,True,699.0,699.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"31, 122"
224860,Arma Tactics,game,False,47.0,390.0,True,True,True,899.0,899.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:03:59.518076+00:00,"5, 31"
224940,Legacy of Kain: Soul Reaver 2 (2001),game,False,77.0,892.0,True,True,True,699.0,699.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:03:59.518076+00:00,"113, 122"
225080,Brothers - A Tale of Two Sons,game,False,90.0,33651.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"31, 113, 122"
225260,Brutal Legend,game,False,80.0,10557.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"5, 113, 122"
225420,Cities in Motion 2,game,False,72.0,1170.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"5, 11"
225540,Just Cause™ 3,game,False,74.0,100155.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"113, 122"
225600,Blade Symphony,game,True,72.0,2867.0,True,True,True,,,,,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:16.222067+00:00,"31, 122"
226100,PixelJunk™ Nom Nom Galaxy,game,False,68.0,786.0,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"5, 31, 32, 122"
226120,Weird Worlds: Return to Infinite Space,game,False,79.0,161.0,True,True,True,499.0,499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:03:59.518076+00:00,"5, 31, 32, 113"
226280,Warp Frontier,game,False,66.0,,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"31, 113"
226560,Escape Dead Island,game,False,52.0,1159.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,113
226620,Desktop Dungeons,game,False,82.0,1127.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"5, 31, 32, 113, 144"
226840,Age of Wonders III,game,False,80.0,6937.0,True,True,True,2999.0,2999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"5, 144"
226860,Galactic Civilizations III,game,False,81.0,8268.0,True,True,True,2999.0,2999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,5
226960,Ironclad Tactics,game,False,69.0,230.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"5, 31, 32"
227020,Rise of Venice,game,False,66.0,330.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"5, 11"
227080,Papo & Yo,game,False,70.0,1098.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"31, 32, 113"
227100,Sniper Elite: Nazi Zombie Army,game,False,62.0,3487.0,True,True,True,1499.0,224.0,85.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,122
227200,Waking Mars,game,False,79.0,646.0,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"31, 113, 122"
227220,Sang-Froid - Tales of Werewolves,game,True,79.0,1283.0,True,True,True,,,,,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:16.222067+00:00,"5, 31, 113, 122, 144"
227300,Euro Truck Simulator 2,game,False,79.0,705267.0,True,True,True,1999.0,499.0,75.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"11, 31"
227580,"10,000,000",game,False,67.0,1764.0,True,True,True,499.0,499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"31, 32, 122, 144"
227760,March of the Eagles,game,False,71.0,261.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:03:59.518076+00:00,"5, 11"
228200,Company of Heroes,game,False,93.0,11468.0,True,True,True,2599.0,519.0,80.0,CAD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"5, 122"
228260,Fallen Enchantress: Legendary Heroes,game,False,80.0,1616.0,True,True,True,2499.0,2499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"5, 31, 144"
228280,Baldur's Gate: Enhanced Edition,game,False,78.0,14256.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"113, 144"
228300,Remember Me,game,False,65.0,10524.0,True,True,True,2999.0,2999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"113, 122"
228320,A Valley Without Wind 2,game,False,68.0,111.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"5, 31, 113, 122"
228360,Full Throttle Remastered,game,False,77.0,2318.0,True,True,True,1499.0,1499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,113
228380,Wreckfest,game,False,81.0,29269.0,True,True,True,2999.0,2999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"11, 15, 31, 62, 122"
228400,Ace Combat Assault Horizon - Enhanced Edition,game,False,77.0,3229.0,True,True,True,,,,,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:16.222067+00:00,"11, 122"
228440,Cubemen 2,game,False,68.0,122.0,True,True,True,799.0,799.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"5, 31"
228760,TrackMania² Canyon,game,False,81.0,1366.0,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:03:30.073123+00:00,"15, 62"
228960,Skulls of the Shogun,game,False,72.0,509.0,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"5, 31"
229520,Dungeon Hearts,game,False,73.0,346.0,True,True,True,299.0,299.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"5, 31, 32"
229580,Dream,game,False,59.0,875.0,True,True,True,899.0,899.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"31, 113"
229600,Bientôt l'été,game,False,62.0,159.0,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:03:59.518076+00:00,"11, 31, 32"
229810,A Fistful of Gun,game,False,60.0,131.0,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"31, 122"
229870,ShootMania Storm,game,False,76.0,591.0,True,True,True,1999.0,499.0,75.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:03:30.073123+00:00,122
229970,Armada 2526 Gold Edition,game,False,66.0,,True,True,True,1999.0,1999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:09.372518+00:00,"5, 31"
230070,The Age of Decadence,game,False,81.0,3378.0,True,True,True,1499.0,599.0,60.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"31, 144"
230150,Incredipede,game,False,74.0,149.0,True,True,True,999.0,999.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"11, 31, 32, 113, 122"
230210,ASYLUM,game,False,66.0,312.0,True,True,True,2499.0,2499.0,0.0,USD,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:56.967017+00:00,"31, 113"
230230,Divinity: Original Sin (Classic),game,False,87.0,8086.0,True,True,True,,,,,2025-09-07 12:36:43.243384+00:00,2025-09-29 06:04:16.222067+00:00,"5, 31, 113, 144"
